0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
646,G056,LA-COLOUR JOB WORK,LABOUR,NA,1,Nos,0,0,0,0,CASH,5000,0,0,18,1,,LABOUR-LA-COLOUR JOB WORK,5000,900,5900,SPWASHER-A12
647,G057,MT-IP Ø50 X 490,ROUND,EN-19,1,Nos,50,490,0,0,D.ishwarlal and co,90,0,0,18,7.55,30,MT-ROUND Ø 50 X 490 mm Long,679.14,122.2452,801.3852,LABOUR
648,G057,MT-FIP Ø50 X 220,ROUND,EN-19,1,Nos,50,220,0,0,D.ishwarlal and co,90,0,0,18,3.39,30,MT-ROUND Ø 50 X 220 mm Long,304.92,54.8856,359.8056,50
649,G057,MT-GEAR1 Ø230 X 35,ROUND,EN-9,1,Nos,230,35,0,0,D.ishwarlal and co,75,0,0,18,11.41,30,MT-ROUND Ø 230 X 35 mm Long,855.393,153.97074,1009.36374,50
650,G057,MT-GEAR 2 Ø270 X 50,ROUND,EN-9,1,Nos,270,50,0,0,D.ishwarlal and co,75,0,0,18,22.45,30,MT-ROUND Ø 270 X 50 mm Long,1683.99,303.1182,1987.1082,230
651,G057,MT-OPS Ø 70 X 410,ROUND,EN-9,1,Nos,70,410,0,0,D.ishwarlal and co,68,0,0,18,12.38,30,MT-ROUND Ø 70 X 410 mm Long,841.52992,151.4753856,993.0053056,270
652,G057,MT BF IP 6011,BF,STD,2,Nos,6011,0,0,0,PATEL ENTERPRISE,1,0,0,18,2,26,STD- BF6011 X 0 MM LONG,2,0.36,2.36,70
653,G057,BF FIP AND OPS,BF,STD,4,Nos,6208,0,0,0,PATEL ENTERPRISE,1,0,0,18,4,26,STD- BF6208 X 0 MM LONG,4,0.72,4.72,BEARING6011
654,G057,BF 55*70*8,BF,STD,2,Nos,557010,0,0,0,PATEL ENTERPRISE,1,0,0,18,2,26,557010,2,0.36,2.36,BEARING6208
655,G057,BF 60X40X10,BF,STD,2,Nos,406010,0,0,0,STOCK,1,0,0,18,2,,OILSEAL40X60X10,2,0.36,2.36,OILSEAL55X70X8
656,G054,BF 6014,BF,NA,2,Nos,6014,0,0,0,PATEL ENTERPRISE,1,0,0,18,2,26,NA- BF6014 X 0 MM LONG,2,0.36,2.36,OILSEAL40X60X10
657,G054,BF 6208,BF,NA,2,Nos,6208,0,0,0,PATEL ENTERPRISE,1,0,0,18,2,26,NA- BF6208 X 0 MM LONG,2,0.36,2.36,BEARING6014
658,G054,BF 6206,BF,NA,4,Nos,6206,0,0,0,PATEL ENTERPRISE,1,0,0,18,4,26,NA- BF6206 X 0 MM LONG,4,0.72,4.72,BEARING6208
659,G054,BF 30*52*9,BF,NA,2,Nos,35527,0,0,0,PATEL ENTERPRISE,1,0,0,18,2,26,35527,2,0.36,2.36,BEARING6206
660,G054,BF 70X90X10,BF,NA,2,Nos,709010,0,0,0,PATEL ENTERPRISE,1,0,0,18,2,26,709010,2,0.36,2.36,OILSEAL30X52X7
661,G057,LABOUR GEAR2-275,LABOUR,NA,1,Nos,0,0,0,0,RUCHI ENGINEERS,1,0,0,18,1,,LABOUR-LABOUR GEAR2-275,1,0.18,1.18,OILSEAL70X90X10
662,G054,LABOUR JOB WORK TURNING FIP,LABOUR,NA,1,Nos,0,0,0,0,RUCHI ENGINEERS,1,0,0,18,1,,LABOUR-LABOUR JOB WORK TURNING FIP,1,0.18,1.18,LABOUR
663,G054,LABOUR TURNING SIP 300,LABOUR,NA,1,Nos,0,0,0,0,RUCHI ENGINEERS,0,0,0,18,1,,LABOUR-LABOUR TURNING SIP 300,0,0,0,LABOUR
664,M045,LABOUR STRESS RELIV BODY,LABOUR,NA,209,Nos,0,0,0,0,KARMYOG HEATREATMENT PVT LTD,5,0,0,12,209,,LABOUR-LABOUR STRESS RELIV BODY,1045,125.4,1170.4,LABOUR
665,G060,MT WHEEL Ø160 X 80,ROUND,NA,4,Nos,160,80,0,0,UNKNOWN,70,0,0,18,50.46,,MT-ROUND Ø 160 X 80 mm Long,3532.3904,635.830272,4168.220672,LABOUR
666,G060,MT-SHAFT Ø40 X 190 LG,ROUND,NA,4,Nos,40,190,0,0,UNKNOWN,70,0,0,18,7.49,,MT-ROUND Ø 40 X 190 mm Long,524.3392,94.381056,618.720256,160
667,G060,MT COVER Ø100 X 10 THK,ROUND,NA,8,Nos,100,10,0,0,UNKNOWN,70,0,0,18,4.93,,MT-ROUND Ø 100 X 10 mm Long,344.96,62.0928,407.0528,40
668,G060,MT-SPACER Ø40 X 31 X 31.5,PIPE,NA,8,Nos,40,32,0,31,UNKNOWN,70,0,0,18,1.01,,MT-PIPE OD Ø40 X ID Ø 31 X 32 THK,70.5374208,12.69673574,83.23415654,100
669,G060,BF 6206,BF,NA,8,Nos,6206,0,0,0,PATEL ENTERPRISE,1,0,0,18,8,,NA- BF6206 X 0 MM LONG,8,1.44,9.44,40
670,G060,LABOUR WHEEL TURNING,LABOUR,NA,4,Nos,0,0,0,0,RUCHI ENGINEERS,300,0,0,18,4,,LABOUR-LABOUR WHEEL TURNING,1200,216,1416,BEARING6206
671,G060,LABOUR SHAFT TURNING,LABOUR,NA,4,Nos,0,0,0,0,RUCHI ENGINEERS,150,0,0,18,4,,LABOUR-LABOUR SHAFT TURNING,600,108,708,LABOUR
672,G060,LABOUR COVER,LABOUR,NA,8,Nos,0,0,0,0,RUCHI ENGINEERS,80,0,0,18,8,,LABOUR-LABOUR COVER,640,115.2,755.2,LABOUR
673,G060,LABOUR SPACER TUR,LABOUR,NA,8,Nos,0,0,0,0,GHANSHYAM VVN,50,0,0,18,8,,LABOUR-LABOUR SPACER TUR,400,72,472,LABOUR
674,G060,MT END CARAAIGE 125 ISMC,ISMC,NA,1,Nos,125,7900,0,0,GHANSHYAM VVN,60,0,0,18,100.33,,MT-MT END CARAAIGE 125 ISMC X 7900 mm Long,6019.8,1083.564,7103.364,LABOUR
675,G060,MT EC TOP PLATE,PLATE,NA,2,Nos,275,225,10,0,GHANSHYAM VVN,70,0,0,18,9.71,,MT-PLATE Thk 275 Thk  X 225 X 10 mm Long,680.00625,122.401125,802.407375,CH125
676,G060,MT EC SIDE PLATE,PLATE,NA,2,Nos,150,225,10,0,GHANSHYAM VVN,70,0,0,18,5.3,,MT-PLATE Thk 150 Thk  X 225 X 10 mm Long,370.9125,66.76425,437.67675,275
677,G060,MT EC CLOSING PLATE,PLATE,NA,2,Nos,265,125,10,0,GHANSHYAM VVN,70,0,0,18,5.2,,MT-PLATE Thk 265 Thk  X 125 X 10 mm Long,364.04375,65.527875,429.571625,150
678,G056,MT TOOTHEDBUSH 550 Ø160 X 130 LG,ROUND,NA,1,Nos,160,130,0,0,D.ishwarlal and co,66.5,0,0,18,20.5,30,MT-ROUND Ø 160 X 130 mm Long,1363.28192,245.3907456,1608.672666,265
679,M045,MT GEAR 3 Ø430 X 110 LG,ROUND,NA,1,Nos,430,110,0,0,UNKNOWN,78,0,0,18,125.29,,MT-ROUND Ø 430 X 110 mm Long,9772.48272,1759.04689,11531.52961,160
680,G060,BF LT WHEEL 6206,BF,NA,8,Nos,6206,0,0,0,PATEL ENTERPRISE,100,0,0,18,8,,NA- BF6206 X 0 MM LONG,800,144,944,430
681,G053,COLOUR FOR CRANE GOLDENYELLOW AUTO,BF,NA,20,LTR,0,0,0,0,CASH,4200,0,0,18,20,,COLOUR,84000,15120,99120,BEARING6206
682,G053,LABOUR CRANE COLOUR MAYANK,LABOUR,NA,1,Nos,0,0,0,0,CASH,8000,0,0,18,1,,LABOUR-LABOUR CRANE COLOUR MAYANK,8000,1440,9440,COLOUR
683,G053,AC DRIVE ATV310HU15NE 2HP 3PH VFD,BF,NA,1,Nos,0,0,0,0,UMIYA ELECTRICAL STORE,9500,0,0,18,1,,VFD,9500,1710,11210,LABOUR
684,M062,BRAKE 130 MODEL ELECTROMAGNET,BF,NA,3,Nos,0,0,0,0,BHARAT SOLANKI,1800,0,0,18,3,31,BRAKE,5400,972,6372,VFD
685,M062,BRAKE 190 X MODEL ELECTROMAGNET,BF,NA,1,NOS,0,0,0,0,BHARAT SOLANKI,3300,0,0,18,1,31,BRAKE,3300,594,3894,BRAKE
686,G061,MT-CT WHEEL ALL BROUNGE,ROUND,ALLUMINUM BRONGE,4,Nos,110,50,0,0,NISARG CASSTING,800,0,0,18,14.91,,MT-ROUND Ø 110 X 50 mm Long,11925.76,2146.6368,14072.3968,BRAKE
,,,,,,,,,,,,,,,,,,,,,,110
